Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,42/38,33/32,3/3,-,-,6/3
2024,10/17,10/17,-,-,-,-
2023,24/17,15/11,3/3,-,-,6/3
2022,8/4,8/4,-,-,-,-
