Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,75/114,46/77,20/28,9/9,-,-
2024,15/19,13/16,2/3,-,-,-
2023,14/13,9/10,-,5/3,-,-
2022,7/15,5/8,2/6,0/1,-,-
2021,10/22,8/17,1/4,1/1,-,-
2020,6/6,0/1,4/2,2/3,-,-
2019,10/18,5/12,4/5,1/1,-,-
2018,7/9,1/3,6/6,-,-,-
2017,4/10,3/8,1/2,-,-,-
2016,1/1,1/1,-,-,-,-
2015,1/1,1/1,-,-,-,-
