Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,176/127,77/62,47/36,44/21,6/7,2/1
2024,20/23,6/7,11/10,2/1,1/4,0/1
2023,38/18,17/9,11/5,8/3,1/1,1/0
2022,24/29,11/17,7/7,6/4,0/1,-
2021,43/20,18/8,7/7,14/4,4/1,-
2020,22/15,7/6,4/4,10/5,-,1/0
2019,5/5,0/1,4/2,1/2,-,-
2018,16/10,13/9,-,3/1,-,-
2017,3/2,-,3/1,0/1,-,-
2016,5/4,5/4,-,-,-,-
2015,0/1,0/1,-,-,-,-
