Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,180/97,78/43,49/29,48/21,5/4,-
2024,33/23,7/7,17/11,5/2,4/3,-
2023,43/30,11/13,11/10,20/6,1/1,-
2022,46/25,26/13,9/4,11/8,-,-
2021,39/15,16/8,11/2,12/5,-,-
2020,18/2,18/2,-,-,-,-
2019,1/2,-,1/2,-,-,-
