Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,153/122,122/81,13/27,1/3,2/1,15/10
2024,13/6,12/5,1/1,-,-,-
2023,21/18,14/10,-,-,-,7/8
2022,36/19,28/15,0/2,-,-,8/2
2021,13/19,8/10,4/7,1/2,-,-
2020,10/12,3/2,5/9,-,2/1,-
2019,19/20,17/12,2/7,0/1,-,-
2018,26/18,26/18,-,-,-,-
2017,15/10,14/9,1/1,-,-,-
