Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,162/101,77/58,38/21,41/16,5/5,1/1
2024,29/15,15/8,9/5,1/0,4/2,-
2023,27/24,5/10,17/9,4/3,1/1,0/1
2022,42/22,16/8,6/4,19/8,0/2,1/0
2021,29/17,13/10,6/3,10/4,-,-
2020,11/4,4/3,-,7/1,-,-
2019,9/4,9/4,-,-,-,-
2018,4/5,4/5,-,-,-,-
2017,9/8,9/8,-,-,-,-
2016,2/2,2/2,-,-,-,-
