Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,8/15,0/1,0/5,3/7,2/1,3/1
2023,3/4,0/1,0/1,1/1,2/1,-
2022,3/1,-,-,-,-,3/1
2021,0/2,-,0/2,-,-,-
2019,1/4,-,0/1,1/3,-,-
2018,1/3,-,0/1,1/2,-,-
2017,0/1,-,-,0/1,-,-
