Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,18/22,4/8,4/10,1/2,-,9/2
2022,3/4,2/3,1/1,-,-,-
2021,6/7,0/3,2/4,-,-,4/0
2019,3/0,-,-,-,-,3/0
2018,2/2,-,-,-,-,2/2
2017,4/5,2/2,1/2,1/1,-,-
2016,0/1,-,-,0/1,-,-
2014,0/3,-,0/3,-,-,-
