Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/53,16/14,44/34,7/5,-,-
2024,22/7,9/1,8/5,5/1,-,-
2023,4/10,3/6,1/2,0/2,-,-
2022,17/14,4/2,11/11,2/1,-,-
2021,6/9,0/1,6/7,0/1,-,-
2020,15/5,-,15/5,-,-,-
2019,3/6,0/2,3/4,-,-,-
2018,0/2,0/2,-,-,-,-
