Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,8/9,5/3,3/6,-,-,-
2024,4/1,4/1,-,-,-,-
2023,3/2,0/1,3/1,-,-,-
2022,1/1,1/1,-,-,-,-
2021,0/4,-,0/4,-,-,-
2020,0/1,-,0/1,-,-,-
