Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,116/127,20/35,96/88,0/4,-,-
2024,32/23,1/5,31/16,0/2,-,-
2023,21/31,6/8,15/21,0/2,-,-
2022,20/21,4/8,16/13,-,-,-
2021,20/26,8/12,12/14,-,-,-
2020,19/15,1/2,18/13,-,-,-
2019,4/11,-,4/11,-,-,-
