Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,149/103,41/26,100/64,5/10,3/3,-
2024,7/4,6/2,1/2,-,-,-
2023,8/6,7/5,1/1,-,-,-
2021,1/2,-,1/2,-,-,-
2017,15/11,1/4,14/6,0/1,-,-
2016,17/11,1/2,14/8,2/1,-,-
2015,31/15,13/3,17/11,-,1/1,-
2014,10/3,-,10/3,-,-,-
2013,4/1,4/1,-,-,-,-
2008,1/3,0/1,-,1/2,-,-
2007,3/3,-,1/1,1/1,1/1,-
2004,9/14,0/3,7/7,1/3,1/1,-
2003,32/18,6/3,26/13,0/2,-,-
2002,11/12,3/2,8/10,-,-,-
