Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,173/140,145/111,20/18,8/11,-,-
2024,13/11,13/11,-,-,-,-
2023,28/22,27/17,1/3,0/2,-,-
2022,22/25,22/20,0/4,0/1,-,-
2021,44/24,24/13,16/8,4/3,-,-
2020,5/7,2/5,2/1,1/1,-,-
2019,22/19,21/17,1/2,-,-,-
2018,14/9,13/7,-,1/2,-,-
2017,15/13,14/11,-,1/2,-,-
2016,10/8,9/8,-,1/0,-,-
2015,0/2,0/2,-,-,-,-
