Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,62/46,9/6,35/34,0/2,-,18/4
2024,0/8,0/1,0/7,-,-,-
2023,36/22,5/2,24/16,0/1,-,7/3
2022,18/6,4/2,3/2,0/1,-,11/1
2021,8/9,-,8/9,-,-,-
2019,0/1,0/1,-,-,-,-
