Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,256/161,67/42,135/76,50/38,4/5,-
2024,27/8,-,27/8,-,-,-
2023,21/17,5/6,11/6,5/5,-,-
2022,18/23,6/7,8/11,1/3,3/2,-
2021,29/24,6/6,10/7,12/8,1/3,-
2020,15/9,4/2,10/5,1/2,-,-
2019,31/21,1/1,23/15,7/5,-,-
2018,26/14,5/3,15/6,6/5,-,-
2017,20/17,11/9,6/5,3/3,-,-
2016,38/17,7/3,18/9,13/5,-,-
2015,15/6,11/3,4/2,0/1,-,-
2014,14/4,11/2,3/2,-,-,-
2013,2/1,-,-,2/1,-,-
