Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,32/33,13/9,8/6,11/18,-,-
2024,7/8,1/2,3/1,3/5,-,-
2023,23/17,11/5,5/4,7/8,-,-
2022,2/8,1/2,0/1,1/5,-,-
