Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/75,24/38,13/19,2/5,-,11/13
2024,13/13,5/6,3/2,2/2,-,3/3
2023,12/20,6/9,5/8,-,-,1/3
2022,0/1,0/1,-,-,-,-
2021,9/13,2/6,-,-,-,7/7
2020,0/3,-,0/2,0/1,-,-
2019,7/14,6/10,1/2,0/2,-,-
2018,6/7,2/2,4/5,-,-,-
2017,3/4,3/4,-,-,-,-
