Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Rio de Janeiro (Brazil) - Qualification,clay,header
29.01. 20:00,Torres J. B.,0,5,3,,,,1,2,69%,46% (21/46),33% (7/21),33% (4/12),40% (18/45),67% (14/21),45% (5/11),42% (28/67),48% (32/67),45% (60/134),5,0,27% (3/11),50% (5/10),38% (8/21),"['2', '2', '4', '4', '5', '5']","['2', '4', '3', '5']",[],[],[],2.40
CHALLENGER MEN - SINGLES :  Punta Del Este (Uruguay),clay,header
25.01. 05:05,Coria F.,1,6,3,3,,,1,3,66%,56% (32/57),40% (12/30),53% (8/15),26% (12/46),79% (22/28),63% (5/8),51% (44/87),46% (34/74),48% (78/161),2,0,50% (7/14),38% (5/13),44% (12/27),"['2', '0', '4', '0']","['1', '4']","['1', '1', '2', '4']",[],[],1.55
25.01. 05:05,Nava E.,2,3,6,6,,,11,4,62%,74% (34/46),21% (6/28),38% (3/8),44% (25/57),60% (18/30),47% (7/15),54% (40/74),49% (43/87),52% (83/161),8,0,62% (8/13),50% (7/14),56% (15/27),"['2', '5']","['2', '0', '4', '0']","['1', '0', '2', '1', '4', '1', '6', '3']",[],[],2.36
23.01. 01:35,Coria F.,2,6,6,,,,2,2,71%,70% (21/30),58% (7/12),0% (0/1),60% (18/30),40% (6/15),71% (5/7),67% (28/42),53% (24/45),60% (52/87),8,0,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '4', '1']","['2', '1', '4', '3', '6', '3']",[],[],[],1.33
23.01. 01:35,Cecchinato M.,0,2,3,,,,2,0,67%,40% (12/30),60% (9/15),29% (2/7),30% (9/30),42% (5/12),100% (1/1),47% (21/45),33% (14/42),40% (35/87),2,0,44% (4/9),13% (1/8),29% (5/17),[],"['2', '2']",[],[],[],3.14
21.01. 02:40,Coria F.,2,6^1,6,6,,,3,5,59%,78% (43/55),47% (18/38),33% (1/3),22% (11/49),51% (22/43),44% (4/9),66% (61/93),36% (33/92),51% (94/185),7,0,88% (14/16),27% (4/15),58% (18/31),[],"['2', '0']","['1', '0', '2', '1', '5', '4']",[],[],1.65
21.01. 02:40,Heide G.,1,7^7,3,4,,,9,4,53%,78% (38/49),49% (21/43),56% (5/9),22% (12/55),53% (20/38),67% (2/3),64% (59/92),34% (32/93),49% (91/185),3,0,73% (11/15),13% (2/16),42% (13/31),[],[],"['1', '1', '3', '3']",[],[],2.16
ATP - SINGLES :  Australian Open (Australia),hard,header
14.01. 11:50,Coria F.,2,3,7^7,6,5,1,10,8,64%,69% (72/104),47% (28/59),50% (6/12),20% (19/97),43% (18/42),60% (3/5),29,40,58% (14/24),61% (100/163),27% (37/139),45% (137/302),2,0,75% (18/24),12% (3/26),42% (21/50),"['1', '0']",[],"['3', '2']","['2', '1']",[],6.22
14.01. 11:50,Boyer T.,3,6,6^3,4,7,6,10,1,70%,80% (78/97),57% (24/42),40% (2/5),31% (32/104),53% (31/59),50% (6/12),58,54,65% (47/72),73% (102/139),39% (63/163),55% (165/302),8,0,88% (23/26),25% (6/24),58% (29/50),"['2', '2', '4', '2']",[],[],"['4', '4', '7', '5']","['2', '0', '5', '1']",1.15
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
30.11.2024,Coria F.,0,4,3,,,,0,2,64%,59% (24/41),35% (8/23),58% (7/12),38% (18/48),45% (5/11),40% (2/5),50% (32/64),39% (23/59),45% (55/123),4,2,50% (5/10),22% (2/9),37% (7/19),"['4', '2']","['2', '4']",[],[],[],1.81
30.11.2024,Dzumhur D.,2,6,6,,,,0,0,81%,63% (30/48),55% (6/11),60% (3/5),41% (17/41),65% (15/23),42% (5/12),61% (36/59),50% (32/64),55% (68/123),6,0,78% (7/9),50% (5/10),63% (12/19),"['3', '4', '5', '4']","['1', '0', '4', '1', '6', '3']",[],[],[],1.92
29.11.2024,Coria F.,2,6,4,7^7,,,2,2,71%,52% (41/79),69% (22/32),33% (3/9),35% (22/63),59% (26/44),50% (6/12),57% (63/111),45% (48/107),51% (111/218),6,0,63% (10/16),40% (6/15),52% (16/31),"['2', '2', '4', '2']","['1', '4', '3', '4']","['2', '1', '3', '2']",[],[],1.51
29.11.2024,Coppejans K.,1,3,6,6^4,,,2,4,59%,65% (41/63),41% (18/44),50% (6/12),48% (38/79),31% (10/32),67% (6/9),55% (59/107),43% (48/111),49% (107/218),4,0,60% (9/15),38% (6/16),48% (15/31),"['2', '1']","['2', '0', '4', '0', '6', '4']","['2', '2', '3', '3']",[],[],2.50
26.11.2024,Coria F.,1,6,1,,,,0,1,50%,82% (9/11),64% (7/11),0% (0/0),74% (14/19),39% (7/18),30% (3/10),73% (16/22),57% (21/37),63% (37/59),8,0,100% (4/4),75% (3/4),88% (7/8),"['2', '1', '4', '1', '6', '1']",[],[],[],[],1.34
26.11.2024,Blancaneaux G.,0,1,0,,,,0,3,51%,26% (5/19),61% (11/18),70% (7/10),18% (2/11),36% (4/11),0% (0/0),43% (16/37),27% (6/22),37% (22/59),2,0,25% (1/4),0% (0/4),13% (1/8),[],[],[],[],[],3.10
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
17.11.2024,Coria F.,0,3,4,,,,2,5,57%,68% (21/31),30% (7/23),0% (0/4),34% (12/35),48% (10/21),50% (2/4),52% (28/54),39% (22/56),45% (50/110),5,0,56% (5/9),20% (2/10),37% (7/19),"['2', '1']","['3', '5']",[],[],[],2.18
17.11.2024,Dellien H.,2,6,6,,,,0,1,63%,66% (23/35),52% (11/21),50% (2/4),32% (10/31),70% (16/23),100% (4/4),61% (34/56),48% (26/54),55% (60/110),5,0,80% (8/10),44% (4/9),63% (12/19),"['2', '2', '4', '2']","['1', '0', '4', '1']",[],[],[],1.64
15.11.2024,Coria F.,2,6,6,,,,1,0,64%,79% (22/28),75% (12/16),0% (0/0),58% (15/26),47% (7/15),57% (4/7),77% (34/44),54% (22/41),66% (56/85),9,0,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '6', '3']","['3', '1', '5', '1']",[],[],[],1.86
15.11.2024,Heide G.,0,3,1,,,,1,2,63%,42% (11/26),53% (8/15),43% (3/7),21% (6/28),25% (4/16),0% (0/0),46% (19/41),23% (10/44),34% (29/85),1,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.86
14.11.2024,Coria F.,2,6,3,6,,,4,3,73%,65% (40/62),61% (14/23),70% (7/10),41% (23/56),60% (18/30),38% (5/13),64% (54/85),48% (41/86),56% (95/171),8,0,77% (10/13),38% (5/13),58% (15/26),"['3', '1', '5', '1']","['2', '5']","['4', '4', '6', '4']",[],[],1.39
14.11.2024,Midon L.,1,1,6,4,,,1,3,65%,59% (33/56),40% (12/30),62% (8/13),35% (22/62),39% (9/23),30% (3/10),52% (45/86),36% (31/85),44% (76/171),2,0,62% (8/13),23% (3/13),42% (11/26),[],"['3', '1', '5', '1']","['1', '0']",[],[],2.85
12.11.2024,Coria F.,2,6,7^7,,,,3,2,69%,59% (33/56),40% (10/25),29% (2/7),59% (24/41),58% (14/24),43% (6/14),53% (43/81),58% (38/65),55% (81/146),8,0,55% (6/11),60% (6/10),57% (12/21),"['3', '3', '5', '3']","['1', '0', '3', '2', '5', '4', '6', '5']",[],[],[],1.48
12.11.2024,Gaubas V.,0,3,6^0,,,,0,2,63%,41% (17/41),42% (10/24),57% (8/14),41% (23/56),60% (15/25),71% (5/7),42% (27/65),47% (38/81),45% (65/146),2,0,40% (4/10),45% (5/11),43% (9/21),"['2', '1']","['2', '2', '3', '3', '5', '5', '6', '6']",[],[],[],2.53
CHALLENGER MEN - SINGLES :  Lima 2 (Peru),clay,header
09.11.2024,Coria F.,0,6^3,0,,,,0,1,73%,44% (24/54),55% (11/20),38% (3/8),35% (13/37),41% (14/34),25% (2/8),47% (35/74),38% (27/71),43% (62/145),3,1,44% (4/9),22% (2/9),33% (6/18),"['1', '0', '5', '4']",[],[],[],[],1.49
09.11.2024,Rocha H.,2,7^7,6,,,,0,2,52%,65% (24/37),59% (20/34),75% (6/8),56% (30/54),45% (9/20),63% (5/8),62% (44/71),53% (39/74),57% (83/145),7,0,78% (7/9),56% (5/9),67% (12/18),"['2', '2', '5', '5']","['1', '0', '3', '0', '5', '0']",[],[],[],2.51
08.11.2024,Coria F.,2,6,6,,,,0,0,72%,66% (27/41),50% (8/16),83% (5/6),55% (18/33),67% (10/15),71% (5/7),61% (35/57),58% (28/48),60% (63/105),5,0,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '2', '1', '4', '1']","['1', '0', '4', '1']",[],[],[],1.45
08.11.2024,Vallejo D.,0,2,2,,,,0,1,69%,45% (15/33),33% (5/15),29% (2/7),34% (14/41),50% (8/16),17% (1/6),42% (20/48),39% (22/57),40% (42/105),5,0,38% (3/8),13% (1/8),25% (4/16),"['1', '1']",[],[],[],[],2.61
06.11.2024,Coria F.,2,7,6,,,,2,2,68%,65% (28/43),60% (12/20),50% (3/6),48% (16/33),60% (15/25),100% (5/5),63% (40/63),53% (31/58),59% (71/121),6,0,73% (8/11),50% (5/10),62% (13/21),"['1', '1', '3', '3', '7', '5']","['1', '1', '4', '2']",[],[],[],1.31
06.11.2024,Luz O.,0,5,3,,,,0,1,57%,52% (17/33),40% (10/25),0% (0/5),35% (15/43),40% (8/20),50% (3/6),47% (27/58),37% (23/63),41% (50/121),4,0,50% (5/10),27% (3/11),38% (8/21),"['1', '0', '3', '2']","['1', '0']",[],[],[],3.26
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador),clay,header
02.11.2024,Coria F.,1,6,5,1,,,6,7,64%,62% (39/63),39% (14/36),56% (9/16),39% (24/62),49% (23/47),38% (5/13),54% (53/99),43% (47/109),48% (100/208),2,0,50% (7/14),33% (5/15),41% (12/29),"['1', '2', '3', '2', '4', '3']","['1', '0', '4', '3']",[],[],[],2.09
02.11.2024,Barrios Vera T.,2,4,7,6,,,4,1,57%,61% (38/62),51% (24/47),62% (8/13),38% (24/63),61% (22/36),44% (7/16),57% (62/109),46% (46/99),52% (108/208),8,0,67% (10/15),50% (7/14),59% (17/29),"['2', '0', '3', '3']","['1', '1', '4', '4', '7', '5']","['3', '1', '5', '1']",[],[],1.69
02.11.2024,Coria F.,1,6,1,,,,1,2,58%,87% (13/15),64% (7/11),0% (0/0),39% (7/18),63% (5/8),67% (2/3),77% (20/26),46% (12/26),62% (32/52),7,0,100% (5/5),50% (2/4),78% (7/9),"['4', '2', '6', '2']",[],[],[],[],1.47
02.11.2024,Andrade A.,0,2,0,,,,1,2,69%,61% (11/18),38% (3/8),33% (1/3),13% (2/15),36% (4/11),0% (0/0),54% (14/26),23% (6/26),38% (20/52),3,0,50% (2/4),0% (0/5),22% (2/9),[],[],[],[],[],2.56
30.10.2024,Coria F.,2,7,6,,,,6,1,61%,64% (35/55),40% (14/35),83% (15/18),52% (33/63),55% (11/20),33% (6/18),54% (49/90),53% (44/83),54% (93/173),7,0,70% (7/10),60% (6/10),65% (13/20),"['1', '2', '2', '3', '4', '3', '6', '5']","['3', '2', '5', '2']",[],[],[],1.23
30.10.2024,Kestelboim M.,0,5,2,,,,1,1,76%,48% (30/63),45% (9/20),67% (12/18),36% (20/55),60% (21/35),17% (3/18),47% (39/83),46% (41/90),46% (80/173),3,0,40% (4/10),30% (3/10),35% (7/20),"['2', '0', '3', '1', '4', '4']",[],[],[],[],3.90
29.10.2024,Coria F.,2,7^7,6,,,,1,2,64%,63% (29/46),54% (14/26),40% (2/5),41% (24/58),58% (18/31),45% (5/11),60% (33/55),49% (32/65),54% (65/120),7,0,63% (5/8),56% (5/9),59% (10/17),"['3', '3', '5', '3']","['3', '4', '5', '4']",[],[],[],1.28
29.10.2024,Kicker N.,0,6^5,4,,,,1,2,65%,59% (34/58),42% (13/31),55% (6/11),37% (17/46),46% (12/26),60% (3/5),51% (33/65),40% (22/55),46% (55/120),3,0,44% (4/9),38% (3/8),41% (7/17),"['2', '1', '4', '5']","['2', '0']",[],[],[],3.47
CHALLENGER MEN - SINGLES :  Campinas (Brazil),clay,header
15.10.2024,Coria F.,1,6,1,4,,,2,5,73%,60% (35/58),50% (11/22),43% (3/7),31% (16/52),46% (18/39),25% (2/8),58% (46/80),37% (34/91),47% (80/171),4,0,69% (9/13),15% (2/13),42% (11/26),"['2', '0', '4', '2']",[],[],[],[],1.31
15.10.2024,Rodriguez Taverna S.,2,3,6,6,,,0,3,57%,69% (36/52),54% (21/39),75% (6/8),40% (23/58),50% (11/22),57% (4/7),63% (57/91),43% (34/80),53% (91/171),6,0,85% (11/13),31% (4/13),58% (15/26),"['1', '2']","['2', '0', '5', '1']","['1', '0']",[],[],3.44
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina),clay,header
12.10.2024,Coria F.,1,6,3,1,,,2,4,56%,60% (26/43),29% (10/34),20% (2/10),39% (17/44),63% (19/30),50% (5/10),47% (36/77),49% (36/74),48% (72/151),3,1,38% (5/13),42% (5/12),40% (10/25),"['3', '1', '5', '3']","['1', '2', '2', '3']","['1', '1']",[],[],1.71
12.10.2024,Burruchaga R. A.,2,3,6,6,,,2,1,59%,61% (27/44),37% (11/30),50% (5/10),40% (17/43),71% (24/34),80% (8/10),51% (38/74),53% (41/77),52% (79/151),7,0,58% (7/12),62% (8/13),60% (15/25),"['3', '4']","['2', '0', '3', '1', '5', '3']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],2.04
10.10.2024,Coria F.,2,4,6,6,,,3,2,70%,66% (42/64),54% (15/28),40% (2/5),23% (10/43),58% (23/40),44% (4/9),62% (57/92),40% (33/83),51% (90/175),7,0,80% (12/15),29% (4/14),55% (16/29),[],"['2', '2', '5', '3']","['3', '2', '5', '4']",[],[],1.31
10.10.2024,Mena F.,1,6,3,4,,,11,2,52%,77% (33/43),43% (17/40),56% (5/9),34% (22/64),46% (13/28),60% (3/5),60% (50/83),38% (35/92),49% (85/175),3,1,71% (10/14),20% (3/15),45% (13/29),"['5', '4']","['1', '0']","['3', '3']",[],[],3.26
09.10.2024,Coria F.,2,6,7^9,,,,2,2,71%,47% (24/51),67% (14/21),33% (3/9),54% (28/52),54% (13/24),64% (7/11),53% (38/72),54% (41/76),53% (79/148),6,0,45% (5/11),64% (7/11),55% (12/22),"['2', '0', '3', '1', '5', '3', '6', '4']","['2', '2', '4', '4', '6', '6']",[],[],[],1.15
09.10.2024,Villanueva G.,0,4,6^7,,,,0,1,68%,46% (24/52),46% (11/24),36% (4/11),53% (27/51),33% (7/21),67% (6/9),46% (35/76),47% (34/72),47% (69/148),4,1,36% (4/11),55% (6/11),45% (10/22),"['1', '2', '3', '4', '4', '5']","['2', '1', '3', '2', '6', '5']",[],[],[],5.03
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina),clay,header
06.10.2024,Coria F.,1,6,6^7,4,,,2,1,67%,69% (45/65),50% (16/32),40% (2/5),23% (14/60),59% (26/44),31% (4/13),63% (61/97),38% (40/104),50% (101/201),5,1,80% (12/15),29% (4/14),55% (16/29),"['2', '0', '5', '1']","['4', '5', '6', '5']",[],[],[],1.80
06.10.2024,Comesana F.,2,1,7^9,6,,,5,5,58%,77% (46/60),41% (18/44),69% (9/13),31% (20/65),50% (16/32),60% (3/5),62% (64/104),37% (36/97),50% (100/201),5,2,71% (10/14),20% (3/15),45% (13/29),[],"['4', '2', '6', '6']","['1', '0']",[],[],1.93
05.10.2024,Coria F.,2,7^13,7,,,,3,2,63%,58% (33/57),50% (17/34),55% (6/11),48% (26/54),45% (14/31),60% (6/10),55% (50/91),47% (40/85),51% (90/176),6,0,58% (7/12),50% (6/12),54% (13/24),"['1', '0', '3', '0', '4', '1']","['3', '5', '5', '5', '7', '5']",[],[],[],1.73
05.10.2024,Torres J. B.,0,6^11,5,,,,1,1,64%,52% (28/54),55% (17/31),40% (4/10),49% (28/57),50% (17/34),45% (5/11),53% (45/85),45% (41/91),49% (86/176),4,1,50% (6/12),42% (5/12),46% (11/24),"['1', '3', '2', '4', '4', '4']","['2', '1', '4', '1']",[],[],[],2.02
04.10.2024,Coria F.,2,6,6,,,,0,0,70%,64% (30/47),40% (8/20),67% (6/9),49% (17/35),46% (13/28),56% (5/9),57% (38/67),48% (30/63),52% (68/130),7,0,70% (7/10),50% (5/10),60% (12/20),"['2', '1', '4', '3']","['1', '0', '3', '0', '5', '4']",[],[],[],1.76
04.10.2024,Heide G.,0,4,4,,,,2,1,56%,51% (18/35),54% (15/28),44% (4/9),36% (17/47),60% (12/20),33% (3/9),52% (33/63),43% (29/67),48% (62/130),3,0,50% (5/10),30% (3/10),40% (8/20),"['2', '2']","['1', '3', '4', '4']",[],[],[],1.97
02.10.2024,Coria F.,2,6,6,,,,3,2,75%,60% (30/50),47% (8/17),40% (2/5),43% (16/37),65% (15/23),50% (5/10),57% (38/67),52% (31/60),54% (69/127),7,0,70% (7/10),56% (5/9),63% (12/19),"['3', '3', '6', '4']","['2', '2', '3', '3', '5', '3']",[],[],[],1.09
02.10.2024,Villanueva G.,0,4,3,,,,0,5,62%,57% (21/37),35% (8/23),50% (5/10),40% (20/50),53% (9/17),60% (3/5),48% (29/60),43% (29/67),46% (58/127),3,1,44% (4/9),30% (3/10),37% (7/19),"['2', '1']","['1', '0', '3', '2']",[],[],[],6.46
30.09.2024,Coria F.,2,5,6,6,,,2,2,71%,59% (42/71),48% (14/29),69% (9/13),47% (27/58),63% (17/27),58% (7/12),56% (56/100),52% (44/85),54% (100/185),7,0,71% (10/14),54% (7/13),63% (17/27),"['1', '1', '3', '3', '4', '4']","['2', '0', '4', '0']","['3', '2', '5', '2']",[],[],1.33
30.09.2024,Guillen Meza A.,1,7,1,2,,,1,3,68%,53% (31/58),37% (10/27),42% (5/12),41% (29/71),52% (15/29),31% (4/13),48% (41/85),44% (44/100),46% (85/185),3,1,46% (6/13),29% (4/14),37% (10/27),"['1', '0', '3', '2', '4', '3', '6', '5']",[],[],[],[],3.14
CHALLENGER MEN - SINGLES :  Bad Waltersdorf (Austria),clay,header
18.09.2024,Coria F.,0,4,6^5,,,,3,5,78%,68% (42/62),35% (6/17),63% (5/8),33% (14/43),39% (11/28),40% (2/5),61% (48/79),35% (25/71),49% (73/150),5,0,73% (8/11),18% (2/11),45% (10/22),"['3', '3']","['4', '2']",[],[],[],1.31
18.09.2024,Brunold M.,2,6,7^7,,,,0,4,61%,67% (29/43),61% (17/28),60% (3/5),32% (20/62),65% (11/17),38% (3/8),65% (46/71),39% (31/79),51% (77/150),5,0,82% (9/11),27% (3/11),55% (12/22),"['1', '0', '4', '3']","['3', '4']",[],[],[],3.31
CHALLENGER MEN - SINGLES :  Szczecin (Poland),clay,header
14.09.2024,Coria F.,1,7,5,6^4,,,1,5,76%,58% (49/84),58% (15/26),53% (8/15),36% (32/88),55% (26/47),37% (7/19),58% (64/110),43% (58/135),50% (122/245),3,0,61% (11/18),39% (7/18),50% (18/36),"['2', '0', '3', '1', '7', '5']","['4', '4', '5', '5']","['2', '0', '4', '2']",[],[],1.66
14.09.2024,Kopriva V.,2,5,7,7^7,,,2,6,65%,64% (56/88),45% (21/47),63% (12/19),42% (35/84),42% (11/26),47% (7/15),57% (77/135),42% (46/110),50% (122/245),7,5,61% (11/18),39% (7/18),50% (18/36),"['1', '2', '4', '5']","['1', '0', '5', '4', '6', '5']","['2', '3', '4', '5']",[],[],2.14
13.09.2024,Coria F.,2,7,7,,,,2,3,76%,66% (43/65),43% (9/21),75% (9/12),27% (12/44),70% (21/30),36% (5/14),60% (52/86),45% (33/74),53% (85/160),8,0,75% (9/12),42% (5/12),58% (14/24),"['5', '5', '7', '5']","['2', '0', '4', '2', '7', '5']",[],[],[],1.30
13.09.2024,Berrettini J.,0,5,5,,,,1,3,59%,73% (32/44),30% (9/30),64% (9/14),34% (22/65),57% (12/21),25% (3/12),55% (41/74),40% (34/86),47% (75/160),2,2,58% (7/12),25% (3/12),42% (10/24),"['3', '2']","['1', '2', '4', '5']",[],[],[],3.40
