Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,176/104,41/34,124/61,2/5,-,9/4
2024,35/20,2/5,32/14,-,-,1/1
2023,35/24,6/5,24/15,2/2,-,3/2
2022,45/22,1/1,39/18,0/2,-,5/1
2021,42/18,22/9,20/9,-,-,-
2020,0/3,0/3,-,-,-,-
2019,3/1,-,3/1,-,-,-
2018,2/3,2/2,0/1,-,-,-
2017,2/3,1/2,1/1,-,-,-
2016,12/9,7/6,5/2,0/1,-,-
2014,0/1,0/1,-,-,-,-
