Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,49/55,42/44,3/1,0/1,-,4/9
2024,21/14,18/12,3/1,0/1,-,-
2023,21/32,19/26,-,-,-,2/6
2022,7/9,5/6,-,-,-,2/3
