Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,118/74,26/20,62/41,16/8,14/5,-
2024,32/18,12/7,8/7,2/1,10/3,-
2023,26/22,10/8,11/11,1/1,4/2,-
2022,36/16,4/2,23/11,9/3,-,-
2021,7/9,0/1,7/7,0/1,-,-
2020,13/6,0/1,9/3,4/2,-,-
2019,4/3,0/1,4/2,-,-,-
