Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
03.02.2024,Gaal C.,2,,,,,,10,2,63%,74% (29/39),43% (10/23),50% (2/4),39% (16/41),70% (21/30),42% (5/12),64% (39/61),52% (37/71),58% (76/132),8,0,78% (7/9),56% (5/9),67% (12/18),"['3', '3', '4', '4']","['1', '0', '3', '0', '5', '0']",[],[],[],2.47
03.02.2024,Walkin B.,0,,,,,,2,6,58%,61% (25/41),30% (9/30),58% (7/12),26% (10/39),57% (13/23),50% (2/4),48% (34/71),36% (22/61),43% (57/132),2,0,44% (4/9),22% (2/9),33% (6/18),"['2', '1', '4', '3']",[],[],[],[],1.51
28.01.2024,Imai S.,2,,,,,,2,2,59%,68% (23/34),75% (18/24),0% (0/1),34% (11/32),55% (12/22),43% (3/7),71% (41/58),43% (23/54),57% (64/112),5,0,90% (9/10),33% (3/9),63% (12/19),"['3', '1']","['1', '0', '3', '2']",[],[],[],1.23
28.01.2024,Walkin B.,0,,,,,,4,3,59%,66% (21/32),45% (10/22),57% (4/7),32% (11/34),25% (6/24),100% (1/1),57% (31/54),29% (17/58),43% (48/112),5,0,67% (6/9),10% (1/10),37% (7/19),[],"['1', '1']",[],[],[],3.95
27.01.2024,Walkin B.,2,,,,,,6,1,60%,82% (23/28),47% (9/19),75% (3/4),48% (11/23),61% (14/23),56% (5/9),68% (32/47),54% (25/46),61% (57/93),8,0,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.26
27.01.2024,Papac T. E.,0,,,,,,0,4,50%,52% (12/23),39% (9/23),44% (4/9),18% (5/28),53% (10/19),25% (1/4),46% (21/46),32% (15/47),39% (36/93),2,0,38% (3/8),13% (1/8),25% (4/16),"['1', '1']",[],[],[],[],3.66
31.12.2023,Fatic N.,2,,,,,,8,2,60%,87% (26/30),60% (12/20),100% (2/2),33% (12/36),63% (10/16),100% (3/3),76% (38/50),42% (22/52),59% (60/102),100% (9/9),33% (3/9),67% (12/18),"['1', '0', '3', '0']","['2', '1']",[],[],[],1.17
31.12.2023,Walkin B.,0,,,,,,7,0,69%,67% (24/36),38% (6/16),0% (0/3),13% (4/30),40% (8/20),0% (0/2),58% (30/52),24% (12/50),41% (42/102),67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.69
09.07.2023,Ivanovski K.,2,,,,,,3,5,53%,93% (25/27),46% (11/24),100% (3/3),41% (16/39),57% (16/28),36% (4/11),71% (36/51),48% (32/67),58% (68/118),100% (8/8),50% (4/8),75% (12/16),"['1', '0', '5', '2']","['1', '0', '5', '2']",[],[],[],1.20
09.07.2023,Walkin B.,0,,,,,,2,1,58%,59% (23/39),43% (12/28),64% (7/11),7% (2/27),54% (13/24),0% (0/3),52% (35/67),29% (15/51),42% (50/118),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],4.26
31.01.2023,Polmans M.,2,,,,,,2,2,64%,76% (26/34),58% (11/19),75% (3/4),39% (14/36),59% (16/27),40% (4/10),70% (37/53),48% (30/63),58% (67/116),89% (8/9),44% (4/9),67% (12/18),"['2', '1', '4', '1']","['1', '0', '5', '4']",[],[],[],1.04
31.01.2023,Walkin B.,0,,,,,,2,4,57%,61% (22/36),41% (11/27),60% (6/10),24% (8/34),42% (8/19),25% (1/4),52% (33/63),30% (16/53),42% (49/116),56% (5/9),11% (1/9),33% (6/18),[],"['2', '2']",[],[],[],9.10
29.01.2023,Walkin B.,2,,,,,,5,3,71%,72% (44/61),36% (9/25),0% (0/3),28% (15/53),66% (21/32),67% (4/6),62% (53/86),42% (36/85),52% (89/171),77% (10/13),31% (4/13),54% (14/26),[],"['2', '3']","['2', '0', '4', '0', '6', '0']",[],[],2.24
29.01.2023,Winter E.,1,,,,,,0,2,62%,72% (38/53),34% (11/32),33% (2/6),28% (17/61),64% (16/25),100% (3/3),58% (49/85),38% (33/86),48% (82/171),69% (9/13),23% (3/13),46% (12/26),"['3', '1', '6', '2']","['2', '0']",[],[],[],1.61
29.01.2023,Walkin B.,2,,,,,,1,1,61%,77% (23/30),63% (12/19),50% (1/2),47% (22/47),53% (17/32),31% (5/16),71% (35/49),49% (39/79),58% (74/128),89% (8/9),50% (5/10),68% (13/19),"['2', '1', '6', '5']","['2', '1', '4', '1', '6', '1']",[],[],[],1.02
29.01.2023,Taylor J.,0,,,,,,1,7,59%,53% (25/47),47% (15/32),69% (11/16),23% (7/30),37% (7/19),50% (1/2),51% (40/79),29% (14/49),42% (54/128),50% (5/10),11% (1/9),32% (6/19),"['2', '2']",[],[],[],[],12.00
