Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,129/129,41/40,87/83,0/1,1/5,-
2024,1/4,-,1/4,-,-,-
2023,19/20,6/9,13/10,-,0/1,-
2022,12/19,9/13,3/6,-,-,-
2021,0/1,-,-,0/1,-,-
2020,15/17,-,15/17,-,-,-
2019,19/21,1/2,18/17,-,0/2,-
2017,16/11,11/6,4/4,-,1/1,-
2016,16/14,-,16/14,-,-,-
2015,2/4,0/1,2/2,-,0/1,-
2014,22/13,13/8,9/5,-,-,-
2013,7/5,1/1,6/4,-,-,-
