Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,97/86,14/16,68/61,15/9,-,-
2024,14/19,1/3,10/14,3/2,-,-
2023,35/25,4/4,29/19,2/2,-,-
2022,25/19,0/2,19/15,6/2,-,-
2021,16/17,5/5,7/9,4/3,-,-
2020,5/4,4/2,1/2,-,-,-
2019,2/1,-,2/1,-,-,-
2018,0/1,-,0/1,-,-,-
