Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/35,5/9,12/13,7/13,-,-
2024,12/14,3/3,6/6,3/5,-,-
2023,8/13,0/2,4/5,4/6,-,-
2022,4/7,2/4,2/2,0/1,-,-
2021,0/1,-,-,0/1,-,-
