Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

CHALLENGER MEN - SINGLES Hagen (Germany),clay,header
29.07.,Blanch D.,1,,,,,,6,7,53%,83% (38/46),45% (18/40),50% (3/6),22% (12/54),46% (22/48),22% (2/9),29,46,50% (3/6),65% (56/86),33% (34/102),48% (90/188),5,1,80% (12/15),13% (2/16),45% (14/31),[],[],[],[],[],0
29.07.,Negritu Ch.,2,,,,,,4,2,53%,78% (42/54),54% (26/48),78% (7/9),17% (8/46),55% (22/40),50% (3/6),24,37,93% (13/14),67% (68/102),35% (30/86),52% (98/188),5,0,88% (14/16),20% (3/15),55% (17/31),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Hagen (Germany) - Qualification,clay,header
28.07.,Blanch D.,0,,,,,,3,1,54%,71% (25/35),30% (9/30),50% (4/8),21% (9/42),59% (10/17),33% (2/6),20,35,43% (3/7),52% (34/65),32% (19/59),43% (53/124),4,3,56% (5/9),20% (2/10),37% (7/19),[],[],[],[],[],0
28.07.,Mikrut L.,2,,,,,,1,2,71%,79% (33/42),41% (7/17),67% (4/6),29% (10/35),70% (21/30),50% (4/8),12,20,78% (7/9),68% (40/59),48% (31/65),57% (71/124),6,0,80% (8/10),44% (4/9),63% (12/19),[],[],[],[],[],0
27.07.,Blanch D.,2,,,,,,2,4,40%,76% (19/25),57% (21/37),25% (1/4),40% (19/48),62% (16/26),50% (5/10),31,25,79% (11/14),65% (40/62),47% (35/74),55% (75/136),7,0,70% (7/10),56% (5/9),63% (12/19),[],[],[],[],[],0
27.07.,Braynin A.,0,,,,,,1,3,65%,60% (29/48),38% (10/26),50% (5/10),24% (6/25),43% (16/37),75% (3/4),14,24,38% (6/16),53% (39/74),35% (22/62),45% (61/136),3,2,44% (4/9),30% (3/10),37% (7/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Tampere (Finland) - Qualification,clay,header
20.07.,Blanch D.,0,,,,,,2,5,51%,53% (19/36),38% (13/34),58% (7/12),32% (12/37),43% (13/30),20% (2/10),46% (32/70),37% (25/67),42% (57/137),1,2,44% (4/9),22% (2/9),33% (6/18),[],[],[],[],[],0
20.07.,Faurel T.,2,,,,,,0,4,55%,68% (25/37),57% (17/30),80% (8/10),47% (17/36),62% (21/34),42% (5/12),63% (42/67),54% (38/70),58% (80/137),9,0,78% (7/9),56% (5/9),67% (12/18),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Bunschoten (Netherlands) - Qualification,clay,header
13.07.,Blanch D.,1,,,,,,3,1,58%,66% (27/41),40% (12/30),29% (2/7),29% (16/56),38% (6/16),20% (1/5),55% (39/71),31% (22/72),43% (61/143),2,1,58% (7/12),8% (1/12),33% (8/24),[],[],[],[],[],0
13.07.,Gentzsch T.,2,,,,,,6,2,78%,71% (40/56),63% (10/16),80% (4/5),34% (14/41),60% (18/30),71% (5/7),69% (50/72),45% (32/71),57% (82/143),8,0,92% (11/12),42% (5/12),67% (16/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Lima (Peru),clay,header
28.06.,Blanch D.,0,,,,,,1,3,65%,44% (21/48),46% (12/26),30% (3/10),42% (22/52),58% (11/19),60% (6/10),45% (33/74),46% (33/71),46% (66/145),3,0,42% (5/12),50% (6/12),46% (11/24),[],[],[],[],[],0
28.06.,Bueno G.,2,,,,,,0,4,73%,58% (30/52),42% (8/19),40% (4/10),56% (27/48),54% (14/26),70% (7/10),54% (38/71),55% (41/74),54% (79/145),7,0,50% (6/12),58% (7/12),54% (13/24),[],[],[],[],[],0
27.06.,Blanch D.,2,,,,,,0,1,61%,65% (37/57),58% (21/36),57% (4/7),37% (25/68),53% (9/17),100% (3/3),62% (58/93),40% (34/85),52% (92/178),7,0,75% (9/12),25% (3/12),50% (12/24),[],[],[],[],[],0
27.06.,Olivieri G. A.,0,,,,,,1,2,80%,63% (43/68),47% (8/17),0% (0/3),35% (20/57),42% (15/36),43% (3/7),60% (51/85),38% (35/93),48% (86/178),3,0,75% (9/12),25% (3/12),50% (12/24),[],[],[],[],[],0
