Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,151/104,125/74,20/22,5/7,1/1,-
2024,16/16,10/8,2/5,4/3,-,-
2023,47/26,33/15,12/6,1/4,1/1,-
2022,38/24,36/20,2/4,-,-,-
2021,22/16,20/14,2/2,-,-,-
2020,9/8,7/4,2/4,-,-,-
2019,13/9,13/9,-,-,-,-
2018,6/4,6/4,-,-,-,-
2017,0/1,-,0/1,-,-,-
