Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,247/206,154/128,65/49,28/29,-,-
2024,32/26,25/20,6/5,1/1,-,-
2023,50/28,35/18,8/6,7/4,-,-
2022,17/16,17/16,-,-,-,-
2021,3/7,0/2,2/3,1/2,-,-
2020,7/11,2/4,5/5,0/2,-,-
2019,44/30,31/18,9/6,4/6,-,-
2018,38/26,18/18,16/7,4/1,-,-
2017,29/25,9/12,14/9,6/4,-,-
2016,10/15,6/8,1/3,3/4,-,-
2015,15/16,11/9,4/5,0/2,-,-
2014,2/4,0/1,-,2/3,-,-
2013,0/2,0/2,-,-,-,-
