Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,36/34,2/1,19/18,8/7,7/8,-
2024,12/9,-,0/2,8/4,4/3,-
2023,17/15,-,17/12,0/1,0/2,-
2022,7/9,2/1,2/4,0/2,3/2,-
2021,0/1,-,-,-,0/1,-
