Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,58/58,19/24,25/21,4/6,-,10/7
2024,6/7,0/1,3/3,-,-,3/3
2023,24/16,8/5,6/4,3/3,-,7/4
2022,25/27,11/14,13/11,1/2,-,-
2021,3/7,0/3,3/3,0/1,-,-
2020,0/1,0/1,-,-,-,-
