Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/51,35/34,22/17,-,-,-
2024,25/12,18/8,7/4,-,-,-
2023,12/8,-,12/8,-,-,-
2022,0/4,0/4,-,-,-,-
2020,2/5,1/2,1/3,-,-,-
2019,12/11,12/11,-,-,-,-
2018,3/6,1/4,2/2,-,-,-
2017,2/4,2/4,-,-,-,-
2016,1/1,1/1,-,-,-,-
