Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,150/111,120/83,27/26,0/1,-,3/1
2024,39/18,37/15,2/3,-,-,-
2023,18/15,15/10,3/5,-,-,-
2022,30/19,15/8,12/10,-,-,3/1
2021,11/8,4/5,7/3,-,-,-
2019,0/2,0/2,-,-,-,-
2018,5/9,5/8,0/1,-,-,-
2017,27/20,26/18,1/2,-,-,-
2016,15/12,13/10,2/1,0/1,-,-
2015,4/7,4/6,0/1,-,-,-
2014,1/1,1/1,-,-,-,-
