Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/30,15/13,29/17,-,-,-
2024,20/11,8/6,12/5,-,-,-
2023,16/12,2/3,14/9,-,-,-
2022,6/6,3/3,3/3,-,-,-
2020,2/1,2/1,-,-,-,-
