Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,86/43,43/31,36/9,7/3,-,-
2024,39/11,17/8,17/3,5/0,-,-
2023,39/22,22/15,15/4,2/3,-,-
2022,5/6,1/4,4/2,-,-,-
2021,1/2,1/2,-,-,-,-
2020,2/2,2/2,-,-,-,-
