Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,3/13,2/9,0/2,1/2,-,-
2024,2/6,1/4,0/1,1/1,-,-
2023,0/3,0/2,0/1,-,-,-
2022,1/4,1/3,-,0/1,-,-
