Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,103/85,7/12,88/67,8/5,0/1,-
2024,3/3,-,3/3,-,-,-
2023,11/15,2/2,7/12,2/1,-,-
2022,5/4,1/1,4/2,0/1,-,-
2021,0/5,0/3,0/2,-,-,-
2020,7/4,-,2/3,5/1,-,-
2019,25/19,2/3,23/15,0/1,-,-
2018,13/14,2/3,11/11,-,-,-
2017,23/11,-,23/11,-,-,-
2016,15/8,-,14/6,1/1,0/1,-
2014,1/2,-,1/2,-,-,-
