Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,81/45,53/32,3/2,-,-,25/11
2024,23/16,14/11,-,-,-,9/5
2023,38/17,19/11,3/2,-,-,16/4
2022,16/9,16/9,-,-,-,-
2021,4/3,4/1,-,-,-,0/2
