Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,131/67,7/3,116/57,0/4,8/3,-
2024,46/21,-,46/21,-,-,-
2023,52/30,-,49/27,0/1,3/2,-
2022,26/11,-,21/8,0/2,5/1,-
2021,7/3,7/3,-,-,-,-
2018,0/2,-,0/1,0/1,-,-
