Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,448/333,330/199,68/72,41/52,8/9,1/1
2024,24/28,22/22,1/4,0/1,1/1,-
2023,25/31,23/14,1/9,0/4,0/3,1/1
2022,47/33,38/21,2/6,4/5,3/1,-
2021,45/29,27/11,6/5,8/10,4/3,-
2020,34/22,30/14,0/2,4/6,-,-
2019,45/34,28/21,0/2,17/11,-,-
2018,34/39,24/25,5/5,5/8,0/1,-
2017,59/37,48/25,9/8,2/4,-,-
2016,47/28,35/17,12/10,0/1,-,-
2015,40/24,30/14,9/8,1/2,-,-
2014,40/20,20/10,20/10,-,-,-
2013,7/7,4/4,3/3,-,-,-
2012,1/1,1/1,-,-,-,-
