Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,320/203,124/78,184/115,12/10,-,-
2024,14/9,1/1,10/8,3/0,-,-
2023,43/23,1/3,42/19,0/1,-,-
2022,31/27,10/9,16/16,5/2,-,-
2021,34/15,2/2,32/13,-,-,-
2020,14/4,-,14/4,-,-,-
2019,28/17,5/4,23/13,-,-,-
2018,13/16,5/4,6/8,2/4,-,-
2017,40/36,26/17,13/18,1/1,-,-
2016,41/22,28/15,12/5,1/2,-,-
2015,13/7,11/4,2/3,-,-,-
2014,15/12,8/6,7/6,-,-,-
2013,22/7,15/6,7/1,-,-,-
2012,10/5,10/4,0/1,-,-,-
2011,2/3,2/3,-,-,-,-
