Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,199/145,113/81,19/19,65/44,0/1,2/0
2024,35/25,22/18,5/4,8/3,-,-
2023,23/23,17/10,0/3,6/10,-,-
2022,34/26,16/13,3/2,15/10,0/1,-
2021,36/34,14/21,2/2,20/11,-,-
2020,37/17,30/11,2/3,5/3,-,-
2019,23/14,14/8,4/3,3/3,-,2/0
2018,6/3,-,-,6/3,-,-
2017,5/3,-,3/2,2/1,-,-
