Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/98,46/60,19/38,-,-,-
2024,8/13,7/10,1/3,-,-,-
2023,14/19,10/11,4/8,-,-,-
2022,19/24,17/15,2/9,-,-,-
2021,6/17,5/12,1/5,-,-,-
2020,7/12,4/6,3/6,-,-,-
2019,7/7,0/1,7/6,-,-,-
2018,4/6,3/5,1/1,-,-,-
