Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,166/102,48/30,93/60,18/11,-,7/1
2024,0/3,0/2,0/1,-,-,-
2023,36/30,16/12,14/15,6/3,-,-
2022,16/13,1/1,5/7,8/5,-,2/0
2021,46/15,3/2,38/12,-,-,5/1
2020,1/0,-,1/0,-,-,-
2019,0/1,-,0/1,-,-,-
2018,15/5,10/4,5/1,-,-,-
2017,15/10,2/1,13/8,0/1,-,-
2016,21/13,7/4,10/7,4/2,-,-
2015,12/7,6/3,6/4,-,-,-
2014,0/1,-,0/1,-,-,-
2013,4/4,3/1,1/3,-,-,-
