Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,55/62,7/13,38/38,2/1,8/10,-
2024,10/9,1/1,4/5,2/1,3/2,-
2023,27/19,2/2,21/15,-,4/2,-
2022,13/18,4/6,9/12,-,-,-
2020,1/2,-,-,-,1/2,-
2019,1/4,0/1,1/3,-,-,-
2018,2/5,0/1,2/2,-,0/2,-
2017,0/1,-,-,-,0/1,-
2016,1/4,0/2,1/1,-,0/1,-
