Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
09.07.,Cook E.,2,,,,,,"['5', '3']","['2', '1', '6', '5']",[],[],[],2.69
09.07.,Van Emburgh J.,0,,,,,,[],"['5', '5']",[],[],[],1.42
19.03.,Svajda T.,2,,,,,,"['3', '1']","['1', '0', '3', '0', '6', '1']",[],[],[],1.06
19.03.,Van Emburgh J.,0,,,,,,[],[],[],[],[],7.20
30.01.,Wallart E.,2,,,,,,"['3', '1', '4', '2']","['1', '0', '3', '0']",[],[],[],1.30
30.01.,Van Emburgh J.,0,,,,,,"['2', '3']",[],[],[],[],3.30
29.01.,Van Emburgh J.,2,,,,,,"['4', '3', '6', '5']","['3', '2', '5', '2']",[],[],[],-
29.01.,Delgadillo A.,0,,,,,,"['4', '4']",[],[],[],[],-
20.11.2024,McCormick T.,2,,,,,,[],"['2', '0', '4', '0']",[],[],[],1.16
20.11.2024,Van Emburgh J.,0,,,,,,[],"['1', '4']",[],[],[],4.62
13.11.2024,Kim A.,2,,,,,,"['5', '3']","['3', '4', '6', '5']",[],[],[],1.08
13.11.2024,Van Emburgh J.,0,,,,,,[],"['2', '0']",[],[],[],6.88
23.10.2024,Becroft I.,2,,,,,,"['2', '0', '5', '1']",[],"['2', '1', '6', '3']",[],[],1.19
23.10.2024,Van Emburgh J.,1,,,,,,[],"['6', '4']",[],[],[],4.23
16.10.2024,Gray S.,2,,,,,,[],"['1', '0', '3', '0', '5', '0']","['2', '1']",[],[],-
16.10.2024,Van Emburgh J.,1,,,,,,"['2', '1', '4', '1', '6', '1']",[],[],[],[],-
01.08.2024,Mbithi M.,2,,,,,,"['2', '0', '6', '2']","['1', '1', '3', '1']",[],[],[],1.54
01.08.2024,Van Emburgh J.,0,,,,,,[],"['1', '0']",[],[],[],2.36
30.07.2024,Van Emburgh J.,2,,,,,,"['2', '0', '5', '3', '6', '4']","['2', '0', '4', '0']",[],[],[],1.43
30.07.2024,Pena E.,0,,,,,,"['2', '3', '4', '5']",[],[],[],[],2.68
25.07.2024,Rubio Fierros A. F.,2,,,,,,"['1', '0']","['2', '0']","['1', '0', '3', '0', '4', '1', '6', '1']",[],[],1.29
25.07.2024,Van Emburgh J.,1,,,,,,"['1', '1', '4', '2']",[],"['1', '3']",[],[],3.37
03.07.2024,Knaff A.,2,,,,,,"['3', '1', '4', '2', '6', '4']","['2', '0', '5', '3', '6', '4']",[],[],[],1.12
03.07.2024,Van Emburgh J.,0,,,,,,"['2', '3', '3', '4']","['3', '4', '4', '5']",[],[],[],5.56
25.06.2024,Kwiatkowski T. S.,2,,,,,,"['2', '1', '4', '1']","['1', '0', '3', '0']",[],[],[],1.06
25.06.2024,Van Emburgh J.,0,,,,,,[],[],[],[],[],8.00
18.06.2024,Ilagan A.,2,,,,,,"['3', '1', '6', '2']","['2', '0', '4', '0']",[],[],[],1.13
18.06.2024,Van Emburgh J.,0,,,,,,[],[],[],[],[],5.46
04.06.2024,Charlton J.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '2', '3', '5', '4']",[],[],[],-
04.06.2024,Van Emburgh J.,0,,,,,,[],"['1', '1', '3', '1']",[],[],[],-
24.04.2024,Woestendick C.,2,,,,,,"['2', '1', '3', '2', '6', '5']","['2', '1', '3', '2', '5', '2']",[],[],[],1.86
24.04.2024,Van Emburgh J.,0,,,,,,"['2', '2', '5', '5']","['2', '2', '3', '5']",[],[],[],1.86
24.01.2024,Overmyer K.,2,,,,,,"['1', '1', '3', '1', '7', '5']","['2', '2', '5', '3']",[],[],[],3.43
