Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/124,34/53,53/49,17/16,-,10/6
2024,17/14,8/7,5/4,4/3,-,-
2023,15/22,5/11,2/6,0/2,-,8/3
2022,39/27,3/3,23/14,11/7,-,2/3
2021,14/20,11/14,1/3,2/3,-,-
2020,5/13,1/3,4/9,0/1,-,-
2019,16/12,4/6,12/6,-,-,-
2018,4/10,0/5,4/5,-,-,-
2017,4/5,2/3,2/2,-,-,-
2016,0/1,0/1,-,-,-,-
