Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,12/18,0/6,12/12,-,-,-
2021,12/12,-,12/12,-,-,-
2014,0/3,0/3,-,-,-,-
2012,0/2,0/2,-,-,-,-
2011,0/1,0/1,-,-,-,-
