Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/25,3/3,32/18,3/2,-,3/2
2024,6/7,1/1,5/6,-,-,-
2023,17/10,1/1,10/5,3/2,-,3/2
2021,18/8,1/1,17/7,-,-,-
