Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,140/64,7/7,68/30,64/25,1/2,-
2024,52/21,7/6,17/7,27/6,1/2,-
2023,39/17,-,11/9,28/8,-,-
2022,11/9,-,9/5,2/4,-,-
2021,26/5,-,23/4,3/1,-,-
2020,1/2,-,1/1,0/1,-,-
2019,9/6,0/1,5/2,4/3,-,-
2018,2/3,-,2/1,0/2,-,-
2016,0/1,-,0/1,-,-,-
