Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,72/62,9/9,55/44,8/9,-,-
2024,26/26,7/4,18/20,1/2,-,-
2023,30/25,2/5,24/16,4/4,-,-
2022,16/11,-,13/8,3/3,-,-
