Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,93/31,63/22,30/9,-,-,-
2024,39/14,27/9,12/5,-,-,-
2023,39/13,24/10,15/3,-,-,-
2022,15/4,12/3,3/1,-,-,-
