Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,375/327,58/71,292/219,23/30,2/5,0/2
2024,36/26,-,36/25,-,-,0/1
2023,25/31,0/1,21/24,2/3,2/2,0/1
2022,48/35,6/7,33/21,9/7,-,-
2021,28/32,2/3,25/24,1/4,0/1,-
2020,8/9,0/3,4/4,4/2,-,-
2019,23/34,5/7,17/21,1/4,0/2,-
2018,38/31,10/6,26/20,2/5,-,-
2017,38/29,2/4,34/22,2/3,-,-
2016,49/32,15/15,34/16,0/1,-,-
2015,41/27,7/8,32/18,2/1,-,-
2014,30/25,8/7,22/18,-,-,-
2013,7/11,2/8,5/3,-,-,-
2012,4/5,1/2,3/3,-,-,-
