Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/27,17/18,6/6,1/3,-,-
2024,14/12,12/10,2/2,-,-,-
2023,9/7,5/4,4/2,0/1,-,-
2022,1/6,0/4,-,1/2,-,-
2021,0/2,-,0/2,-,-,-
