Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/28,20/19,2/3,-,-,5/6
2024,18/15,16/12,2/3,-,-,-
2023,9/12,4/6,-,-,-,5/6
2022,0/1,0/1,-,-,-,-
