Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,103/96,24/34,64/44,15/18,-,-
2024,1/6,1/3,-,0/3,-,-
2023,37/30,2/8,23/14,12/8,-,-
2022,25/28,8/11,16/14,1/3,-,-
2021,28/20,9/8,18/10,1/2,-,-
2020,12/12,4/4,7/6,1/2,-,-
