Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,104/33,57/13,39/15,2/2,6/3,-
2024,27/13,16/5,11/6,-,0/2,-
2023,38/11,23/4,7/4,2/2,6/1,-
2022,39/9,18/4,21/5,-,-,-
