Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,249/148,133/77,87/48,18/20,-,11/3
2024,8/6,3/2,-,5/4,-,-
2023,34/28,13/10,18/13,0/3,-,3/2
2022,29/26,6/9,15/10,5/7,-,3/0
2021,41/22,29/14,12/8,-,-,-
2020,43/14,-,38/12,2/1,-,3/1
2019,33/25,28/17,4/5,0/3,-,1/0
2018,38/16,31/14,-,6/2,-,1/0
2017,21/9,21/9,-,-,-,-
2015,2/2,2/2,-,-,-,-
