Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/28,14/10,20/17,0/1,-,-
2024,3/6,2/2,1/3,0/1,-,-
2023,8/5,3/2,5/3,-,-,-
2021,0/1,-,0/1,-,-,-
2020,8/4,-,8/4,-,-,-
2019,9/7,3/1,6/6,-,-,-
2018,3/2,3/2,-,-,-,-
2017,3/3,3/3,-,-,-,-
