Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,32/14,5/2,24/10,-,-,3/2
2024,23/10,4/1,19/9,-,-,-
2023,6/2,1/1,5/1,-,-,-
2022,3/2,-,-,-,-,3/2
