Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/38,68/36,0/2,-,-,-
2024,24/12,24/12,-,-,-,-
2023,19/12,19/10,0/2,-,-,-
2022,21/8,21/8,-,-,-,-
2021,4/6,4/6,-,-,-,-
