Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,149/72,137/58,7/7,4/4,-,1/3
2024,28/20,28/19,0/1,-,-,-
2023,12/12,7/4,0/1,4/4,-,1/3
2022,43/16,36/12,7/4,-,-,-
2021,51/18,51/17,0/1,-,-,-
2020,15/6,15/6,-,-,-,-
