Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,61/52,58/50,3/2,-,-,-
2024,36/22,36/22,-,-,-,-
2023,19/20,17/19,2/1,-,-,-
2022,4/6,3/5,1/1,-,-,-
2021,1/3,1/3,-,-,-,-
2020,1/1,1/1,-,-,-,-
