Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/33,1/2,23/25,0/4,0/1,3/1
2024,16/16,-,13/12,0/3,-,3/1
2023,11/17,1/2,10/13,0/1,0/1,-
