Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,320/212,94/61,142/91,57/39,24/19,3/2
2024,23/18,8/9,10/6,2/1,2/2,1/0
2023,40/19,24/5,7/6,6/6,3/2,-
2022,19/14,-,12/9,7/2,0/3,-
2021,29/31,12/10,10/12,4/4,2/3,1/2
2020,23/15,8/4,9/7,5/4,-,1/0
2019,36/26,3/7,20/14,2/2,11/3,-
2018,49/36,4/8,20/14,19/8,6/6,-
2017,44/28,25/11,19/13,0/4,-,-
2016,44/15,-,34/9,10/6,-,-
2015,4/2,4/2,-,-,-,-
2014,5/4,5/4,-,-,-,-
2013,1/1,1/1,-,-,-,-
2011,2/2,-,-,2/2,-,-
2010,1/1,-,1/1,-,-,-
